"date","region","death3","death_chr","death_comm","ons_death_carehome","ons_death_noncarehome","phe_admissions","phe_occupied_mv_beds","phe_patients","react_positive","react_samples","pillar2_positives_pcr_all_over25","pillar2_negatives_total_pcr_over25","n_symp_delta_variant","n_symp_non_delta_variant","death_0","death_55","death_65","death_75","icu","general","admitted","new","all_admission","death2","pillar2_positives_over25","pillar2_negatives_over25","pillar2_positives","pillar2_negatives","positives","negatives","positives_over25","pillar2_positives_pcr_all","pillar2_negatives_total_pcr","pillar2_positives_symp_pcr_only","pillar2_positives_symp_pcr_only_over25","n_delta_variant","n_non_delta_variant"
"2020-07-09","east_of_england",4,1,1,3,1,8,24,212,0,306,33,5497,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-10","east_of_england",4,1,NA,NA,NA,9,27,199,NA,NA,34,4044,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-11","east_of_england",1,2,1,3,1,12,24,171,NA,NA,21,2007,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-12","east_of_england",1,NA,NA,NA,1,11,19,171,NA,NA,27,1709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-13","east_of_england",7,1,NA,3,NA,19,20,176,NA,NA,42,5146,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-14","east_of_england",1,1,NA,2,1,17,16,162,NA,NA,47,6253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-15","east_of_england",1,NA,NA,NA,NA,19,26,169,NA,NA,29,6957,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-16","east_of_england",NA,1,NA,1,NA,17,16,126,NA,NA,37,6640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-17","east_of_england",NA,1,1,2,NA,10,16,142,NA,NA,28,5435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-18","east_of_england",2,NA,NA,1,NA,8,17,144,NA,NA,17,2296,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-19","east_of_england",1,1,NA,NA,NA,6,15,143,NA,NA,13,2243,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-20","east_of_england",NA,2,1,3,NA,8,14,143,NA,NA,50,5457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-21","east_of_england",NA,NA,NA,NA,NA,7,13,113,NA,NA,40,5983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-22","east_of_england",2,1,NA,1,NA,13,14,116,NA,NA,34,6687,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-23","east_of_england",1,NA,NA,NA,NA,24,12,100,0,2715,27,5913,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-24","east_of_england",1,NA,NA,NA,NA,12,12,105,NA,NA,50,5666,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-25","east_of_england",1,NA,NA,NA,NA,16,11,91,NA,NA,16,3366,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-26","east_of_england",2,NA,NA,NA,NA,7,10,105,NA,NA,14,3364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-27","east_of_england",1,1,NA,1,NA,18,9,100,NA,NA,43,7910,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-28","east_of_england",NA,NA,1,1,NA,9,10,94,NA,NA,33,8148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-29","east_of_england",NA,NA,NA,1,NA,8,9,92,NA,NA,55,8956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-30","east_of_england",NA,1,NA,2,NA,8,8,82,3,13284,38,8265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-31","east_of_england",NA,NA,2,2,1,5,8,77,NA,NA,16,6287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-01","east_of_england",NA,NA,1,NA,NA,2,9,85,NA,NA,13,2987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-02","east_of_england",NA,NA,NA,NA,NA,7,9,80,NA,NA,18,2877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-03","east_of_england",NA,NA,NA,NA,NA,7,8,73,NA,NA,41,7750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-04","east_of_england",1,NA,NA,1,1,5,8,69,NA,NA,38,8492,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-05","east_of_england",NA,NA,NA,1,NA,5,8,70,NA,NA,42,9021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-06","east_of_england",NA,NA,NA,1,1,4,9,72,3,7652,34,8204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-07","east_of_england",1,NA,NA,NA,NA,10,9,60,NA,NA,38,6343,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-08","east_of_england",NA,NA,NA,2,NA,6,11,59,NA,NA,25,2981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-09","east_of_england",NA,1,NA,1,NA,3,9,59,NA,NA,14,2522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-10","east_of_england",NA,NA,NA,1,NA,8,8,63,NA,NA,50,7540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-11","east_of_england",1,NA,1,NA,1,7,8,61,NA,NA,35,8409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-12","east_of_england",NA,1,NA,3,NA,1,8,56,NA,NA,33,8711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-13","east_of_england",NA,NA,NA,NA,NA,6,9,57,0,654,36,8371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-14","east_of_england",1,NA,NA,NA,NA,8,6,52,NA,NA,56,7903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-15","east_of_england",NA,NA,NA,1,NA,2,8,60,NA,NA,14,3556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-16","east_of_england",NA,NA,NA,NA,NA,4,7,54,NA,NA,14,2912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-17","east_of_england",NA,NA,1,NA,NA,5,8,57,NA,NA,34,8928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-18","east_of_england",2,NA,NA,NA,NA,4,6,47,NA,NA,42,10043,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-19","east_of_england",1,NA,NA,NA,NA,4,6,49,NA,NA,44,10558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-20","east_of_england",1,1,NA,1,NA,2,6,47,2,3430,55,10533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-21","east_of_england",NA,NA,NA,NA,NA,3,6,40,NA,NA,44,8784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-22","east_of_england",NA,NA,NA,NA,NA,2,7,34,NA,NA,23,4037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-23","east_of_england",1,NA,NA,NA,NA,2,5,31,NA,NA,30,3319,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-24","east_of_england",NA,NA,1,NA,NA,0,5,35,NA,NA,50,9143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-25","east_of_england",NA,NA,NA,1,NA,8,5,28,NA,NA,53,10774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-26","east_of_england",1,NA,NA,NA,NA,4,5,37,NA,NA,62,10564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-27","east_of_england",1,NA,NA,NA,NA,3,5,29,8,12659,63,9573,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-28","east_of_england",NA,NA,NA,NA,NA,3,4,30,NA,NA,66,8684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-29","east_of_england",NA,NA,NA,NA,NA,5,4,30,NA,NA,44,4282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-30","east_of_england",NA,NA,NA,NA,1,1,3,30,NA,NA,44,3362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-31","east_of_england",NA,NA,NA,NA,NA,0,3,31,NA,NA,58,5383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-01","east_of_england",NA,NA,NA,NA,NA,2,3,31,NA,NA,77,11649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-02","east_of_england",NA,1,NA,1,NA,8,3,31,NA,NA,116,11990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-03","east_of_england",1,NA,NA,NA,NA,5,3,31,6,6821,107,11390,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-04","east_of_england",NA,NA,NA,NA,NA,2,1,30,NA,NA,90,10383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-05","east_of_england",NA,NA,NA,NA,NA,6,1,25,NA,NA,69,5019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-06","east_of_england",1,NA,NA,NA,NA,1,1,27,NA,NA,45,3358,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-07","east_of_england",NA,NA,NA,1,NA,5,1,27,NA,NA,98,9180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-08","east_of_england",NA,NA,NA,1,NA,2,1,25,NA,NA,126,11956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-09","east_of_england",NA,NA,NA,NA,NA,5,4,31,NA,NA,84,11794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-10","east_of_england",NA,NA,NA,NA,NA,5,2,27,2,599,112,11608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-11","east_of_england",NA,NA,NA,1,NA,6,67,15,NA,NA,81,10919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-12","east_of_england",NA,NA,NA,1,NA,11,2,20,NA,NA,49,4112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-13","east_of_england",1,NA,NA,NA,NA,4,2,21,NA,NA,30,2439,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-14","east_of_england",1,NA,NA,1,NA,11,3,25,NA,NA,64,8207,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-15","east_of_england",NA,NA,NA,NA,NA,13,3,35,NA,NA,97,11939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-16","east_of_england",NA,1,NA,2,NA,8,3,40,NA,NA,72,11425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-17","east_of_england",NA,1,NA,1,NA,6,3,42,11,3583,79,10151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-18","east_of_england",NA,NA,NA,NA,NA,4,2,37,NA,NA,102,10184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-19","east_of_england",NA,NA,NA,NA,NA,4,3,39,NA,NA,80,3484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-20","east_of_england",2,NA,NA,NA,1,6,2,38,NA,NA,93,3236,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-21","east_of_england",NA,NA,NA,1,NA,7,3,41,NA,NA,85,7781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-22","east_of_england",2,1,NA,1,NA,11,3,42,NA,NA,115,12319,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-23","east_of_england",1,NA,NA,NA,NA,7,2,37,NA,NA,112,11318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-24","east_of_england",1,NA,NA,NA,NA,13,4,41,40,14391,142,11664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-25","east_of_england",NA,2,NA,3,NA,16,3,45,NA,NA,119,10492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-26","east_of_england",1,NA,NA,NA,NA,12,5,52,NA,NA,101,3835,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-27","east_of_england",1,NA,NA,NA,NA,15,6,64,NA,NA,148,3216,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-28","east_of_england",2,1,1,1,1,13,9,76,NA,NA,213,9554,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-29","east_of_england",3,1,NA,NA,NA,10,12,89,NA,NA,190,12563,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-30","east_of_england",2,NA,NA,NA,NA,18,13,86,NA,NA,223,12435,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-01","east_of_england",2,NA,1,NA,1,11,12,79,30,7799,231,12796,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-02","east_of_england",1,NA,NA,NA,NA,19,14,93,NA,NA,247,12656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-03","east_of_england",NA,1,NA,1,NA,19,13,101,NA,NA,212,5547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-04","east_of_england",NA,NA,1,NA,NA,16,14,98,NA,NA,204,3805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-05","east_of_england",NA,NA,1,NA,1,23,13,115,NA,NA,305,11149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-06","east_of_england",4,NA,NA,NA,NA,11,12,119,NA,NA,345,15793,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-07","east_of_england",8,NA,NA,NA,1,17,13,128,NA,NA,317,15095,NA,NA,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-08","east_of_england",3,NA,NA,NA,NA,23,12,119,2,510,342,14186,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-09","east_of_england",2,NA,NA,NA,NA,19,15,135,NA,NA,331,13103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-10","east_of_england",4,NA,2,1,1,16,17,135,NA,NA,186,4424,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-11","east_of_england",4,NA,NA,NA,NA,27,16,140,NA,NA,244,3249,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-12","east_of_england",2,NA,NA,NA,NA,24,16,149,NA,NA,428,11599,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-13","east_of_england",2,NA,NA,NA,NA,32,20,166,NA,NA,402,14947,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-14","east_of_england",2,NA,NA,NA,NA,27,19,183,NA,NA,407,15266,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-15","east_of_england",5,NA,NA,1,NA,41,18,217,14,3629,449,13811,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-16","east_of_england",6,NA,NA,NA,NA,23,19,223,NA,NA,409,13468,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-17","east_of_england",7,NA,1,1,NA,37,21,241,NA,NA,319,4829,NA,NA,NA,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-18","east_of_england",4,1,1,NA,1,41,23,241,NA,NA,364,4171,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-19","east_of_england",6,NA,NA,NA,NA,43,21,277,NA,NA,653,12899,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-20","east_of_england",9,1,1,3,NA,33,25,295,NA,NA,712,16526,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-21","east_of_england",9,2,1,2,2,50,28,314,NA,NA,682,15266,0,2,1,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-22","east_of_england",7,1,1,1,NA,51,25,334,84,12877,586,14600,NA,NA,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-23","east_of_england",14,2,NA,2,NA,56,28,343,NA,NA,625,13109,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-24","east_of_england",2,2,2,1,2,42,29,356,NA,NA,401,5143,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-25","east_of_england",12,1,NA,2,NA,62,30,406,NA,NA,389,3643,NA,NA,1,NA,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-26","east_of_england",8,2,NA,1,NA,55,34,419,NA,NA,790,12743,NA,NA,NA,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-27","east_of_england",9,2,1,2,1,51,41,454,NA,NA,626,15436,NA,NA,NA,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-28","east_of_england",12,2,1,3,1,68,42,474,NA,NA,686,14283,NA,NA,NA,NA,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-29","east_of_england",13,4,1,4,2,68,49,476,50,6647,649,14590,0,2,NA,NA,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-30","east_of_england",13,4,1,4,NA,67,49,501,NA,NA,667,13126,0,1,NA,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-31","east_of_england",15,1,2,1,2,56,51,505,NA,NA,504,4741,0,1,1,NA,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
